Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Undead Soulcube
appliedenergistics2:facade:0, Cable Facade - Frostcloud
appliedenergistics2:facade:0, Cable Facade - Streamstone Tile
appliedenergistics2:facade:0, Cable Facade - Desertstone
appliedenergistics2:facade:0, Cable Facade - Shadowstone
appliedenergistics2:facade:0, Cable Facade - Polished Shadowstone
appliedenergistics2:facade:0, Cable Facade - Ashen Crystal
appliedenergistics2:facade:0, Cable Facade - Shadowstone Brick
appliedenergistics2:facade:0, Cable Facade - Lushstone Tile
appliedenergistics2:facade:0, Cable Facade - Lushstone
appliedenergistics2:facade:0, Cable Facade - Desertstone Pillar
appliedenergistics2:facade:0, Cable Facade - Shadowstone Pillar
appliedenergistics2:facade:0, Cable Facade - Lushstone Brick
appliedenergistics2:facade:0, Cable Facade - Double Lushstone Slab
appliedenergistics2:facade:0, Cable Facade - Demonstone Tile
appliedenergistics2:facade:0, Cable Facade - Desertstone Brick
appliedenergistics2:facade:0, Cable Facade - Double Demonstone Slab
appliedenergistics2:facade:0, Cable Facade - Frostfire
appliedenergistics2:facade:0, Cable Facade - Stream Crystal
appliedenergistics2:facade:0, Cable Facade - Aberrantstone Tile
appliedenergistics2:facade:0, Cable Facade - Streamstone Brick
appliedenergistics2:facade:0, Cable Facade - Demonstone Brick
appliedenergistics2:facade:0, Cable Facade - Veswax
appliedenergistics2:facade:0, Cable Facade - Chiseled Streamstone
appliedenergistics2:facade:0, Cable Facade - Polished Demonstone
appliedenergistics2:facade:0, Cable Facade - Demonstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Aberrantstone
appliedenergistics2:facade:0, Cable Facade - Polished Ashenstone
appliedenergistics2:facade:0, Cable Facade - Streamstone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Betweenlands Bedrock
appliedenergistics2:facade:0, Cable Facade - Betweenstone
appliedenergistics2:facade:0, Cable Facade - Corrupt Betweenstone
appliedenergistics2:facade:0, Cable Facade - Mud
appliedenergistics2:facade:0, Cable Facade - Peat
appliedenergistics2:facade:0, Cable Facade - Smoldering Peat
appliedenergistics2:facade:0, Cable Facade - Sludgy Dirt
appliedenergistics2:facade:0, Cable Facade - Spreading Sludgy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Cragrock
appliedenergistics2:facade:0, Cable Facade - Mossy Cragrock Top
appliedenergistics2:facade:0, Cable Facade - Mossy Cragrock Bottom
appliedenergistics2:facade:0, Cable Facade - Pitstone
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - Swamp Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Swamp Dirt
appliedenergistics2:facade:0, Cable Facade - Swamp Grass
appliedenergistics2:facade:0, Cable Facade - Octine Ore
appliedenergistics2:facade:0, Cable Facade - Valonite Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Slimy Bone Ore
appliedenergistics2:facade:0, Cable Facade - Scabyst Ore
appliedenergistics2:facade:0, Cable Facade - Syrmorite Ore
appliedenergistics2:facade:0, Cable Facade - Aqua Middle Gem Ore
appliedenergistics2:facade:0, Cable Facade - Crimson Middle Gem Ore
appliedenergistics2:facade:0, Cable Facade - Green Middle Gem Ore
appliedenergistics2:facade:0, Cable Facade - Silt
appliedenergistics2:facade:0, Cable Facade - Filtered Silt
appliedenergistics2:facade:0, Cable Facade - Dead Grass
appliedenergistics2:facade:0, Cable Facade - Solid Tar
appliedenergistics2:facade:0, Cable Facade - Block of Pearls
appliedenergistics2:facade:0, Cable Facade - Ancient Remnant Block
appliedenergistics2:facade:0, Cable Facade - Weedwood Log
appliedenergistics2:facade:0, Cable Facade - Weedwood Log
appliedenergistics2:facade:0, Cable Facade - Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Spreading Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Tarred Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Tarred Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Log
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Log
appliedenergistics2:facade:0, Cable Facade - Spirit Tree Log
appliedenergistics2:facade:0, Cable Facade - Spirit Tree Log
appliedenergistics2:facade:0, Cable Facade - Weedwood
appliedenergistics2:facade:0, Cable Facade - Sap Tree Log
appliedenergistics2:facade:0, Cable Facade - Sap Tree Log
appliedenergistics2:facade:0, Cable Facade - Weedwood Leaves
appliedenergistics2:facade:0, Cable Facade - Sap Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Leaves
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Leaves
appliedenergistics2:facade:0, Cable Facade - Upper Spirit Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Middle Spirit Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Lower Spirit Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Weedwood Planks
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Planks
appliedenergistics2:facade:0, Cable Facade - Giant Root Planks
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Planks
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Planks
appliedenergistics2:facade:0, Cable Facade - Angry Betweenstone
appliedenergistics2:facade:0, Cable Facade - Betweenstone Bricks
appliedenergistics2:facade:0, Cable Facade - Betweenstone Bricks Mirage
appliedenergistics2:facade:0, Cable Facade - Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Chiseled Betweenstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Cragrock
appliedenergistics2:facade:0, Cable Facade - Cracked Chiseled Cragrock
appliedenergistics2:facade:0, Cable Facade - Mossy Chiseled Cragrock
appliedenergistics2:facade:0, Cable Facade - Chiseled Limestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Pitstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Scabyst
appliedenergistics2:facade:0, Cable Facade - Chiseled Scabyst
appliedenergistics2:facade:0, Cable Facade - Chiseled Scabyst
appliedenergistics2:facade:0, Cable Facade - Scabyst Lined Pitstone
appliedenergistics2:facade:0, Cable Facade - Scabyst Lined Pitstone
appliedenergistics2:facade:0, Cable Facade - Scabyst Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Betweenstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Cracked Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Cragrock Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Cragrock Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Cragrock Bricks
appliedenergistics2:facade:0, Cable Facade - Cragrock Tiles
appliedenergistics2:facade:0, Cable Facade - Cracked Cragrock Tiles
appliedenergistics2:facade:0, Cable Facade - Mossy Cragrock Tiles
appliedenergistics2:facade:0, Cable Facade - Glowing Betweenstone Tile
appliedenergistics2:facade:0, Cable Facade - Inactive Glowing Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Glowing Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Limestone Tiles
appliedenergistics2:facade:0, Cable Facade - Mossy Betweenstone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Mossy Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Smooth Betweenstone
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Rubber Block
appliedenergistics2:facade:0, Cable Facade - Pitstone Bricks
appliedenergistics2:facade:0, Cable Facade - Pitstone Tiles
appliedenergistics2:facade:0, Cable Facade - Polished Limestone
appliedenergistics2:facade:0, Cable Facade - Smooth Betweenstone
appliedenergistics2:facade:0, Cable Facade - Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Block of Octine
appliedenergistics2:facade:0, Cable Facade - Block of Syrmorite
appliedenergistics2:facade:0, Cable Facade - Block of Valonite
appliedenergistics2:facade:0, Cable Facade - Block of Scabyst
appliedenergistics2:facade:0, Cable Facade - Weak Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Weak Polished Limestone
appliedenergistics2:facade:0, Cable Facade - Weak Mossy Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Weak Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Block of Sulfur
appliedenergistics2:facade:0, Cable Facade - Temple Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Pitstone
appliedenergistics2:facade:0, Cable Facade - Mire Coral Block
appliedenergistics2:facade:0, Cable Facade - Deep Water Coral Block
appliedenergistics2:facade:0, Cable Facade - Slimy Bone Block
appliedenergistics2:facade:0, Cable Facade - Aqua Middle Gem Block
appliedenergistics2:facade:0, Cable Facade - Crimson Middle Gem Block
appliedenergistics2:facade:0, Cable Facade - Green Middle Gem Block
appliedenergistics2:facade:0, Cable Facade - Block of Compost
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Dull Lavender Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Maroon Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Shadow Green Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Camelot Magenta Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Saffron Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Caribbean Green Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Vivid Tangerine Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Champagne Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Raisin Black Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Sushi Green Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Elm Cyan Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Cadmium Green Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Lavender Blue Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Brown Rust Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Midnight Purple Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Pewter Grey Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Worm Pillar
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 4
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 5
appliedenergistics2:facade:0, Cable Facade - Worm Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 4
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 5
appliedenergistics2:facade:0, Cable Facade - Compacted Mud
appliedenergistics2:facade:0, Cable Facade - Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Decayed Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Cracked Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Decayed Cracked Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Carved Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks 4
appliedenergistics2:facade:0, Cable Facade - Carved Mud Bricks Edge
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks Edge 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks Edge 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks Edge 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks Edge 4
appliedenergistics2:facade:0, Cable Facade - Sludgy Mud Bricks 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Mud Bricks 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Mud Bricks 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Mud Bricks 4
appliedenergistics2:facade:0, Cable Facade - Beam Passage
appliedenergistics2:facade:0, Cable Facade - Beam Lens Support
appliedenergistics2:facade:0, Cable Facade - Runged Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Broken Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Energy Barrier
appliedenergistics2:facade:0, Cable Facade - Compacted Mud Mirage
appliedenergistics2:facade:0, Cable Facade - Rotten Planks
appliedenergistics2:facade:0, Cable Facade - Brazier
appliedenergistics2:facade:0, Cable Facade - Bulb-Capped Mushroom Stalk
appliedenergistics2:facade:0, Cable Facade - Shelf Fungus
appliedenergistics2:facade:0, Cable Facade - Giant Root
appliedenergistics2:facade:0, Cable Facade - Hanger
appliedenergistics2:facade:0, Cable Facade - Seeded Hanger
appliedenergistics2:facade:0, Cable Facade - Purified Swamp Dirt
appliedenergistics2:facade:0, Cable Facade - Black Ice
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Top Left Portal Frame
appliedenergistics2:facade:0, Cable Facade - Top Portal Frame
appliedenergistics2:facade:0, Cable Facade - Top Right Portal Frame
appliedenergistics2:facade:0, Cable Facade - Right Side Portal Frame
appliedenergistics2:facade:0, Cable Facade - Left Side Portal Frame
appliedenergistics2:facade:0, Cable Facade - Bottom Left Portal Frame
appliedenergistics2:facade:0, Cable Facade - Bottom Portal Frame
appliedenergistics2:facade:0, Cable Facade - Bottom Right Portal Frame
appliedenergistics2:facade:0, Cable Facade - Energy Barrier
appliedenergistics2:facade:0, Cable Facade - Lyestone
appliedenergistics2:facade:0, Cable Facade - Mist Bridge
appliedenergistics2:facade:0, Cable Facade - Shadow Walker
appliedenergistics2:facade:0, Cable Facade - Dull Lavender Samite
appliedenergistics2:facade:0, Cable Facade - Maroon Samite
appliedenergistics2:facade:0, Cable Facade - Shadow Green Samite
appliedenergistics2:facade:0, Cable Facade - Camelot Magenta Samite
appliedenergistics2:facade:0, Cable Facade - Saffron Samite
appliedenergistics2:facade:0, Cable Facade - Caribbean Green Samite
appliedenergistics2:facade:0, Cable Facade - Vivid Tangerine Samite
appliedenergistics2:facade:0, Cable Facade - Champagne Samite
appliedenergistics2:facade:0, Cable Facade - Raisin Black Samite
